ROUND	VISIT	NEMSLOCATIONINDICATOR	SINGSERVBEVYN	DIETCOKE12OZYN	DIETCOKE12OZPR	DIETCOKE12OZNOTE	ALTDIET12OZYN	ALTDIET12OZBRAND	ALTDIET12OZPR	ALTDIET12OZNOTE	COKE12OZYN	COKE12OZPR	COKE12OZNOTE	ALTSSB12OZYN	ALTSSB12OZBRAND	ALTSSB12OZPR	ALTSSB12OZNOTE	DIETCOKE16OZYN	DIETCOKE16OZPR	DIETCOKE16OZNOTE	ALTDIET16OZYN	ALTDIET16OZBRAND	ALTDIET16OZPR	ALTDIET16OZNOTE	COKE16OZYN	COKE16OZPR	COKE16OZNOTE	ALTSSB16OZYN	ALTSSB16OZBRAND	ALTSSB16OZPR	ALTSSB16OZNOTE	DIETCOKE20OZYN	DIETCOKE20OZPR	DIETCOKE20OZNOTE	ALTDIET20OZYN	ALTDIET20OZBRAND	ALTDIET20OZPR	ALTDIET20OZNOTE	COKE20OZYN	COKE20OZPR	COKE20OZNOTE	ALTSSB20OZYN	ALTSSB20OZBRAND	ALTSSB20OZPR	ALTSSB20OZNOTE	JUICE152OZYN	JUICE152OZBRAND1	JUICE152OZBRAND2	JUICE152OZBRAND3	JUICE152OZPR	JUICE152OZNOTE	ALTJUICESMSIZEYN	ALTJUICESMSIZEBRAND1	ALTJUICESMSIZEBRAND2	ALTJUICESMSIZEBRAND3	ALTJUICESMSIZEOZ	ALTJUICESMSIZEPR	ALTJUICESMSIZENOTE	JUICEDRNK152OZYN	JUICEDRNK152OZBRAND1	JUICEDRNK152OZBRAND2	JUICEDRNK152OZBRAND3	JUICEDRNK152OZOZ	JUICEDRNK152OZPR	JUICEDRNK152OZNOTE	ALTJUICEDRNKSMSIZEYN	ALTJUICEDRNKSMSIZEBRAND1	ALTJUICEDRNKSMSIZEBRAND2	ALTJUICEDRNKSMSIZEBRAND3	ALTJUICEDRNKSMSIZEPR	ALTJUICEDRNKSMSIZENOTE	BTLWATERYN	NOCARBLOCALYN	NOCARBLOCALCOUNT	MULTISRVYN	DIETCOKE2LYN	DIETCOKE2LPR	DIETCOKE2LNOTE	ALTDIET2LYN	ALTDIET2LBRAND	ALTDIET2LPR	ALTDIET2LNOTE	COKE2LYN	COKE2LPR	COKE2LNOTE	ALTSSB2LYN	ALTSSB2LBRAND	ALTSSB2LPR	ALTSSB2LNOTE	DIETCOKE6PK75OZYN	DIETCOKE6PK75OZPR	DIETCOKE6PK75OZNOTE	ALTDIET6PK75OZYN	ALTDIET6PK75OZBRAND	ALTDIET6PK75OZPR	ALTDIET6PK75OZNOTE	COKE6PK75OZYN	COKE6PK75OZPR	COKE6PK75OZNOTE	ALTSSB6PK75OZYN	ALTSSB6PK75OZBRAND	ALTSSB6PK75OZPR	ALTSSB6PK75OZNOTE	DIETCOKE12PK12OZYN	DIETCOKE12PK12OZPR	DIETCOKE12PK12OZNOTE	ALTDIET12PK12OZYN	ALTDIET12PK12OZBRAND	ALTDIET12PK12OZPR	ALTDIET12PK12OZNOTE	COKE12PK12OZYN	COKE12PK12OZPR	COKE12PK12OZNOTE	ALTSSB12PK12OZYN	ALTSSB12PK12OZBRAND	ALTSSB12PK12OZPR	ALTSSB12PK12OZNOTE	JUICE64OZYN	JUICE64OZBRAND1	JUICE64OZBRAND2	JUICE64OZBRAND3	JUICE64OZPR	JUICE64OZNOTE	ALTJUICE64OZYN	ALTJUICE64OZBRAND1	ALTJUICE64OZBRAND2	ALTJUICE64OZBRAND3	ALTJUICE64OZPR	ALTJUICE64OZNOTE	JUICEDRNK64OZYN	JUICEDRNK64OZBRAND1	JUICEDRNK64OZBRAND2	JUICEDRNK64OZBRAND3	JUICEDRNK64OZPR	JUICEDRNK64OZNOTE	ALTJUICEDRNK64OZYN	ALTJUICEDRNK64OZBRAND1	ALTJUICEDRNK64OZBRAND2	ALTJUICEDRNK64OZBRAND3	ALTJUICEDRNK64OZPR	ALTJUICEDRNK64OZNOTE	MULTISRVBTLWATERYN	MULTISRVNOCARBLOCALYN	MULTISRVNOCARBLOCALCOUNT	STORETYPE	INTLOCATION
2	3	G234	1	0	 	 	0	 	 	 	1	1.25	GLASS BOTTLES FROM MEXICO	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	 	 	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	12	1.28	REG 1.59	0	 	 	 	 	 	 	1	 	TROPICANA	 	1.28	REG 1.59	1	1	6	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.39	8 PACK NOT 6	 	 	 	 	1	3.39	8 PACK NOT 6	 	 	 	 	1	2.75	REG PRICE 5.99	 	 	 	 	1	2.75	REG PRICE 5.99	 	 	 	 	1	 	TROPICANA	OTHER	3.99	 	 	 	 	 	 	 	1	 	TROPICANA	 	1.98	 	 	 	 	 	 	 	1	1	6	GROCERY	115 BELMONT AVE. BELLEVILLE; NJ  PATHMARK
2	1	G238	1	1	.75	 	 	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.29	 	 	 	 	 	1	1.29	 	 	 	 	 	1	 	TROPICANA	 	1.29	NAKED 3.49 BOLTHOUSE 3.39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.5	 	 	 	 	 	0	 	 	 	 	 	 	1	5.49	 	 	 	 	 	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	3.79	 	 	 	 	 	 	 	1	 	 	OTHER	 	WELCH 4.29 SSIPS  4.69 EARTH WISE 3.19 EARH WISE POMEGRANATE 2.89 DOLLARS	 	 	 	 	 	 	1	1	6	GROCERY	C TOWN 885 BERGEN AVE JERSEY CITY
2	1	G239	1	1	.89	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.75	 	 	 	 	 	1	1.75	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.49	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	0	1	1	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	1	MINUTE MAID	TROPICANA	 	 	TROPICANA 3.89$  MIN MAID 2.49	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	 	 	TROP 3.89 $ MIN MAID 2.49	 	 	 	 	 	 	1	1	6	GROCERY	SEABRA SUPER MARKET CORP; 73 WILSON AVE; NEWARK NJ
2	2	G239	1	1	.99	 	 	 	 	 	1	.99	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.75	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.49	 	0	 	 	 	 	 	 	1	 	 	OTHER	.99	HAVE SOME IMPORTED FROM BRAZIL DRINKS. IE. GUARANA AND SUMOL	1	1	3	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	4.29	8 PACK CAN 4.29/6 PACK 8 OZ BOTTLES 4.99	 	 	 	 	1	4.29	8 PACK CANS	 	 	 	 	1	4	REG PRICE 5.49	 	 	 	 	1	4	REG PRICE 5.49	 	 	 	 	1	 	TROPICANA	 	2.99	 	 	 	 	 	 	 	1	 	TROPICANA	 	2.29	 	 	 	 	 	 	 	1	1	3	GROCERY	73 WILSON ST.; NEWARK; NJ
3	1	G102B	1	1	.75	 	 	 	 	 	1	.75	 	 	 	 	 	1	1	16.9	 	 	 	 	1	1	16.9	 	 	 	 	0	 	 	1	DIET PEPSI	1.5	 	0	 	 	1	PEPSI	1.5	 	1	 	TROPICANA	 	1.69	 	 	 	 	 	 	 	 	1	 	 	OTHER	16	1.25	NANTUCKET NECTORS	 	 	 	 	 	 	1	1	6	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	1	3.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	MINUTE MAID	 	 	3.19	SALE 2 FOR 4.00	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	905 FRANKLIN AVENUE BTWN CROWN AND CARROLL STREETS. BROOKLYN; NY 11225
3	1	G103	1	0	 	 	1	DIET PEPSI	.75	 	1	.75	 	 	 	 	 	0	 	 	1	DIET COCKE	1.25	16.9 OZ	0	 	 	1	COKE	1.25	16.9 OZ	0	 	 	1	DIET PEPSI	1.5	 	1	1.5	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	12	1.79	TROPICANA	0	 	 	 	 	 	 	1	 	 	OTHER	1.25	SNAPPLES	1	1	1	 	1	1.99	SALE PRICE 5/6.00	 	 	 	 	1	1.99	SALE 5/6.00	 	 	 	 	1	3.5	 	 	 	 	 	 	 	 	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	 	TROPICANA	 	4.69	59.9 OZ	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	SALE 3/5.00	 	 	 	 	 	 	1	1	3	GROCERY	FINEFARE SUPERMARKET; 675 MORRIS AV
3	1	G104C	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	DIET PEPSI	1.25	 	0	 	 	1	PEPSI	1.25	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	2	1	1	2.19	 	 	 	 	 	1	2.19	 	 	 	 	 	1	4.49	 	 	 	 	 	1	4.49	 	 	 	 	 	1	5.99	2/9.00 ON SALE	 	 	 	 	1	5.99	2/9.00 ON SALE	 	 	 	 	1	MINUTE MAID	 	 	3.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.69	 	 	 	 	 	 	 	1	1	6	GROCERY	1345 CASTLE HILL AVE. BRONX NY (PIONEER SUPERMARKET)
3	1	G106	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	1	 	 	OTHER	1.69	OCEAN SPRAY	 	 	 	 	 	 	 	1	 	 	OTHER	15.2	1.69	OCEAN SPRAY	 	 	 	 	 	 	1	0	 	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.49	 	 	 	 	 	1	4.49	 	 	 	 	 	1	6.79	ON SALE FOR 2/11	 	 	 	 	1	6.79	ON SALE 2/11	 	 	 	 	1	 	TROPICANA	 	4.29	ON SALE FOR 3.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.59	ON SALE FOR 2.29	 	 	 	 	 	 	1	1	6	GROCERY	THE SUPERMARKET THAT WAS ONCE HERE IS NOW A FOODTOWN RATHER THAN MET. 7610 37TH AVE. JACKSON HEIGHTS; NY.
3	1	G107C	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	TROPICANA	 	1.79	14OZ SIZE O.J. NO DEDICATED GRAB AND GO SECTION IN STORE.	 	 	 	 	 	 	 	1	 	TROPICANA	 	12	1.69	CRANBERRY JUICE BLEND	 	 	 	 	 	 	1	1	3	1	1	2.09	SALE 4 FOR 5	 	 	 	 	1	2.09	SALE 4 FOR 5	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	 	TROPICANA	 	4.49	SALE 2 FOR 6.00	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	5	GROCERY	953 MANHATTAN AVENUE. BROOKLYN NY 11222
3	1	G108	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	2.25	 	 	 	 	 	1	2.25	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.99	 	0	 	 	 	 	 	 	1	 	 	OTHER	1.59	 	1	1	5	1	1	2.49	 	 	 	 	 	1	2.49	 	 	 	 	 	1	4.79	ON SALE: 8/3.00	 	 	 	 	1	4.79	ON SALE: 8/3.00	 	 	 	 	1	7.99	 	 	 	 	 	1	7.99	 	 	 	 	 	1	 	TROPICANA	 	5.85	59 OZ	 	 	 	 	 	 	1	 	TROPICANA	 	2.69	59 OZ	 	 	 	 	 	 	1	1	3	GROCERY	D'AGOSTINOS 54 STREET MARKET; 10TH AV/ 54ST
3	1	G109A	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	1.99	RALPH & CHARLIES 18 OZ	1	1	6	1	1	1.99	SALE FROM 2.49	 	 	 	 	1	1.99	ALL 2 LITER COKE; DR PEPPER SPRITE & FRESCA ON SALE FOR 1.99; UNSURE IF APPLIES	 	 	 	 	1	5.89	 	 	 	 	 	1	5.89	 	 	 	 	 	1	7.99	 	 	 	 	 	1	7.99	 	 	 	 	 	1	 	TROPICANA	OTHER	5.49	 	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	2.79	 	 	 	 	 	 	 	1	1	6	GROCERY	262 W 96 ST; NY NY 10025
3	2	G109A	1	1	1	 	 	 	 	 	1	1	STAFF TOLD ME IT IS 1 $	 	 	 	 	0	 	 	1	SNAPPLE	1.69	 	0	 	 	1	SNAPPLE	1.69	 	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	 	TROPICANA	 	2.19	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	2.39	SIMPLY	1	1	2	1	1	2.49	 	 	 	 	 	1	2.49	 	 	 	 	 	1	5.89	 	 	 	 	 	1	5.89	 	 	 	 	 	1	7.99	 	 	 	 	 	1	7.99	 	 	 	 	 	1	 	TROPICANA	 	5.49	 	 	 	 	 	 	 	1	 	TROPICANA	 	2.79	 	 	 	 	 	 	 	1	1	5	GROCERY	GRISTEDES 262 W 96 TH STREET NY NY
3	1	G110	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	1	MINUTE MAID	 	 	20	.99	 	 	 	 	 	 	 	1	0	0	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.59	 	 	 	 	 	1	4.59	 	 	 	 	 	1	6.49	 	 	 	 	 	1	6.49	 	 	 	 	 	1	MINUTE MAID	 	 	3.29	2/6.00	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	2/3.00	 	 	 	 	 	 	1	1	6	GROCERY	183-14 HILLSIDE AVE JAMAICA NY
3	2	G110	1	0	 	 	0	 	 	 	1	.5	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	16	1.25	SNAPPLE	 	 	 	 	 	 	1	0	0	1	1	1.99	5/5.00 ON SALE	 	 	 	 	1	1.99	5/5.00 ON SALE	 	 	 	 	1	4.99	3.99 ON SALE	 	 	 	 	1	4.99	3.99 ON SALE	 	 	 	 	1	6.49	COKE ZERO	 	 	 	 	1	6.49	 	 	 	 	 	1	MINUTE MAID	 	 	3.29	2/6.00 ON SALE	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	2/4.00 ON SALE	 	 	 	 	 	 	1	1	6	GROCERY	KEY FOOD SUPERMARKET. 183-14 HILLSIDE AVE. QUEENS NY
3	1	G111A	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	DIET PEPSI	1.25	VENDING MACHINE	0	 	 	1	PEPSI	1.25	VENDING MACHINE	1	 	TROPICANA	 	1.25	 	 	 	 	 	 	 	 	1	 	TROPICANA	 	20	.99	TROPICANA TWISTER	 	 	 	 	 	 	1	1	3	1	1	1.79	SALE 4 FOR 5	 	 	 	 	1	1.79	SALE 4 FOR 5	 	 	 	 	1	4.99	3.99 ON SALE	 	 	 	 	1	4.99	3.99 ON SALE	 	 	 	 	1	5.49	4.88 ON SALE	 	 	 	 	1	5.49	4.88 ON SALE	 	 	 	 	1	MINUTE MAID	 	 	2.88	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2	 	 	 	 	 	 	 	1	1	6	GROCERY	WESTERN BEEF. 44-44 COLLEGE POINT BLVD. FLUSHING NY
3	1	G112	1	0	 	 	0	 	 	 	1	.69	THERE IS NO REAL SECTION FOR SINGLE SERVE BEVERAGES IN THIS STORE. IT IS AN ETHN	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	TROPICANA	 	1.59	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	2	1	0	 	 	0	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	0	 	 	 	1	10.99	THEY HAVE SEVERAL SIX PACKS SOLD TOGETHER AS A BUNDLE; BUT IT IS MORE THAN 12	 	 	 	 	1	 	TROPICANA	 	3.59	 	 	 	 	 	 	 	1	 	 	OTHER	2.19	TROPICAL SPLASH BRAND	 	 	 	 	 	 	1	1	2	GROCERY	2424 CONEY ISLAND AVENUE; BROOKLYN; NY 11223 BETWEEN AVE U ANDB AVE V
3	1	G113A	1	0	 	 	0	 	 	 	1	1.5	2/$3.00	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	16	 	 	 	 	 	 	 	 	0	1	2	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.99	8 PACK	 	 	 	 	1	4.99	8 PACK	 	 	 	 	1	7.99	2/11.00 SALE	 	 	 	 	1	7.99	2/11.00 SALE	 	 	 	 	1	MINUTE MAID	 	 	 	5.29 FOR PURE SQUEEZED;2.99 CARTON FRM CONCENTRATE BOTH 59 OZ	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.29	59 OZ	 	 	 	 	 	 	1	1	2	GROCERY	FINE FARE; 4776 BROADWAY NEAR DYCKMAN ST
3	2	G113A	1	0	 	 	0	 	 	 	1	1	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	1.5	EVERFRESH BRAND 16OZ	 	 	 	 	 	 	 	1	 	 	OTHER	16	1.5	EVERFRESH BRAND	 	 	 	 	 	 	0	1	6	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	1	3.99	 	 	 	 	 	1	5.99	2/9.00	 	 	 	 	1	5.99	2/9.00	 	 	 	 	1	MINUTE MAID	 	 	5.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	FINE FARE SUPERMARKET. 4776 BROADWAY. NY; NY
3	3	G113A	1	1	1.5	2/3$	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	SNAPPLE TEA	.99	 	0	 	 	1	SNAPPLE	.99	 	0	 	 	1	REDBULL	4.29	CASHIER SAID THEY DONT SELL 20 OZ DRINKS INDIVIDUALLY; THEY HAVE IT IN THE VENDI	0	 	 	1	REDBULL	4.29	 	1	 	 	OTHER	1.5	SNAPPLE; 16 OZ BOTTLE; I COULDNT NOT FIND SMALLER VOLUME	 	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	.99	MIRA IS THE BRAND NAME	1	1	2	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.5	2/9$	 	 	 	 	1	4.5	2/9$	 	 	 	 	1	 	TROPICANA	OTHER	5.99	DOLE;FLORIDAS NATURE	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	1.99	EARTH WISE 2.89; PATAFE 3.79; BRIGHT&EARLY 2.69	 	 	 	 	 	 	1	1	5	GROCERY	4776 BROADWAY ; NY NY. FINE FARE SUPERMARKET
3	1	G115	1	0	 	 	0	 	 	 	1	1	VERY LITTLE SINGLE SERVE VARITIES IN THIS LOCATION	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	 	1.5	 	 	 	 	 	 	 	1	1	6	1	0	 	 	1	DIET PEPSI	1.69	 	1	1.89	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	MINUTE MAID	 	 	4.39	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2	 	 	 	 	 	 	 	1	1	6	GROCERY	BUY RITE SUPERMARKET 8504 20TH AVE; BROOKLYN NY 11214
3	1	G116D	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	 	 	OTHER	1.79	16 OZ LANGER'S100% ORANGE JUICE	 	 	 	 	 	 	 	1	 	 	OTHER	16	1.79	LANGER'S FRUIT PUNCH	 	 	 	 	 	 	1	1	6	1	1	2.49	 	 	 	 	 	1	2.49	 	 	 	 	 	1	5.89	 	 	 	 	 	1	5.89	 	 	 	 	 	1	7.99	 	 	 	 	 	1	7.99	 	 	 	 	 	1	 	TROPICANA	 	5.49	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.79	 	 	 	 	 	 	 	1	1	6	GROCERY	202EAST 96TH STREET. NY NY
3	1	G118	1	0	 	 	1	COKE ZERO	1	 	1	1	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	 	OTHER	1.19	WELCH'S	 	 	 	 	 	 	 	1	 	 	OTHER	 	1.19	 	 	 	 	 	 	 	1	1	2	1	0	 	 	1	DIET PEPSI	2.09	 	1	2.09	3 FOR 5 SALE	 	 	 	 	1	3.99	 	 	 	 	 	1	3.99	 	 	 	 	 	1	5.99	SALE 3.99	 	 	 	 	1	5.99	SALE 3.99	 	 	 	 	1	 	TROPICANA	 	4.49	2 FOR 5.98	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	 	 	 	 	 	 	 	1	1	6	GROCERY	BRAVO SUPERMARKET 4261 BROADWAY BTWN 181ST AND 182ND ST NY; NY
3	2	G118	1	0	 	 	0	 	 	 	0	 	 	1	DR PEPPER	.8	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.5	 	 	 	 	 	0	 	 	1	SPRITE	1.5	 	1	 	 	OTHER	1.79	SIMPLY ORANGE	 	 	 	 	 	 	 	1	 	 	OTHER	 	.99	 	 	 	 	 	 	 	1	1	2	1	1	1.89	3 FOR 5 SALE	 	 	 	 	1	1.89	3 FOR 5 SALE	 	 	 	 	1	3.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	0	 	 	 	1	6.49	LOTS OF MISSING PRODUCTS	 	 	 	 	1	MINUTE MAID	 	 	3.99	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	 	 	 	 	 	 	 	1	1	4	GROCERY	BRAVO SUPERMARKET 4126 BROADWAY BTWN 174TH AND 175TH ST. NY; NY
3	1	G122	1	0	 	 	1	REDBULL	3.39	 	0	 	 	1	REDBULL	3.39	 	0	 	 	1	SNAPPLE	1.59	 	0	 	 	1	SNAPPLE	1.59	 	1	2.25	 	 	 	 	 	1	2.25	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.99	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	4	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	4.79	 	 	 	 	 	1	4.79	 	 	 	 	 	1	7.99	 	 	 	 	 	1	7.99	 	 	 	 	 	1	 	TROPICANA	OTHER	5.85	PRICE VARIES FROM 4.99-5.85	 	 	 	 	 	 	1	 	TROPICANA	 	2.69	PRICE VARIES FROM 2.75-5.89	 	 	 	 	 	 	1	1	6	GROCERY	GRISTIE DAGOSTINO 815 10 THE AVE NY NY
3	1	G124A	1	0	 	 	0	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	1	 	 	OTHER	 	APPLE AND EVE (6.75OZ)	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	3.99	COKE ZERO	 	 	 	 	1	3.99	 	 	 	 	 	1	5.99	ON SALE 2/10.00	 	 	 	 	1	5.99	ON SALE 2/10.00	 	 	 	 	1	MINUTE MAID	 	 	3.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	ASSOCIATED SUPERMARKETS . 2400 ADAM CLAYTON POWELL BLVD. NY; NY 10030
3	2	G124A	1	0	 	 	1	CAWY	1.5	2/$3	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	SNAPPLE	1.25	 	1	1.49	 	 	 	 	 	1	1.49	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	.99	MISTIC	1	1	2	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.5	2/9$	 	 	 	 	1	4.5	2/$9	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	3.99	 	 	 	 	 	 	 	1	 	TROPICANA	OTHER	 	WELCK; SSIPS; EARHWISE;VARIES FROM 1.59-3.59	 	 	 	 	 	 	1	1	6	GROCERY	ASSOCIATED SUPERMARKET 244 ADAM CLAYTON POWELL JR BLVD
3	1	G127B	1	0	 	 	0	 	 	 	0	 	 	1	PEPSI	1	VERY LITTLE PRODUCT IN SODA COOLER WHICH IS LOCATED BY DELI AREA	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	DIET PEPSI	1.5	 	0	 	 	1	PEPSI	1.5	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	3	1	1	1.99	ON SALE 3 FOR 4.00	 	 	 	 	1	1.99	ON SALE 3 FOR 4.00	 	 	 	 	1	4.99	COKE ZERO	 	 	 	 	1	4.99	 	 	 	 	 	1	6.79	4.99 ON SALE	 	 	 	 	1	6.79	4.99 ON SALE	 	 	 	 	1	 	TROPICANA	 	4.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	 	 	 	 	 	 	 	1	1	6	GROCERY	8210 BAXTER AVENUE.  FLUSHING; NY 11373
3	1	G128	1	0	 	 	0	 	 	 	0	 	 	1	C&C COLA	.75	SINGLE SERVE AREA LOCATED BEHIND DELI COUNTER N	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	TROPICANA	 	1.5	 	 	 	 	 	 	 	 	1	 	 	OTHER	 	1.25	 	 	 	 	 	 	 	1	0	0	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	6.49	 	 	 	 	 	1	6.49	 	 	 	 	 	1	 	TROPICANA	 	4.29	ON SALE FOR 2.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	146 EAST 98TH STREET @ WINTHROP ST. BROOKLYN; NY
